smiles	Hansch pi	Hammett sigma p
[R]CSCC	0.821	-0.003
[R]S(=O)(=O)c1ccc(C)c(C)c1	2.001	0.57
[R]Cc1cc(Br)ccc1OC	2.913	-0.129
[R]C(=S)NC(=O)Cc1ccccc1	1.704	0.659
[R]OCC(O)CN1CCCCC1	0.316	-0.229
[R]c1ccccc1CCC(O)=O	2.005	0.026
[R]c2nc1c(C)cccc1s2	2.871	0.208
[R]c1ccc(N(=O)=O)c(C)c1	2.398	0.252
[R]C(=O)N1CCC(N(C)C)CC1	-0.404	0.363
[R]CCN1CCC(O)CC1	-0.014	-0.063
[R]CN(C)Cc1ccc(Cl)c(Cl)c1	2.993	-0.054
[R]Oc2ccc1sc(C)nc1c2	2.046	-0.058
[R]SCc1cccc(F)c1F	2.386	0.011
[R]C(O)CCc1ccccc1	2.253	-0.004
[R]c1ccccc1CN	1.095	-0.117
[R]CCCN=C(N)NN(=O)=O	0.509	-0.09
[R]C(=O)NC(=O)c1ccccc1	1.038	0.5
[R]NN=Cc1ccc(C)o1	0.454	-0.463
[R]C(=O)CSc1nnc(C)s1	1.681	0.584
[R]C(=O)NC(CC(C)C)C(=O)NO	0.269	0.372
[R]OCc1ccccc1C(F)(F)F	2.646	-0.198
[R]c1ccnc2ccc(Cl)cc12	2.585	0.203
[R]NCc1ccsc1	0.519	-0.623
[R]c2csc(c1ccc(Cl)cc1)n2	3.205	0.117
[R]C(=O)c1cccc(OCC)c1	1.604	0.456
[R]C(=O)c2cc1cc(F)ccc1[nH]2	1.191	0.497
[R]c1cccc(C#N)n1	1.5	0.295
[R]OCc1ccc(C#N)cc1	1.8	-0.179
[R]C(=O)n1nnc2ccccc12	0.773	0.579
[R]C(=O)c1cnccc1C(F)(F)F	1.085	0.613
[R]CN(C)CC	0.522	-0.106
[R]C(=O)COc1cc(C)cc(C)c1	2.977	0.562
[R]C1C(C)OC1=O	0.194	0.122
[R]CC1(C)NC(=O)NC1=O	-0.677	0.109
[R]NC(=O)NCCCCCC	1.064	-0.365
[R]C(=O)CSc1nnc(N)s1	1.253	0.575
[R]c2cccc(OCC1CC1)c2	2.435	-0.011
[R]Cc1ccc(OS(O)(=O)=O)cc1	2.029	-0.014
[R]C(=O)COCc1ccccc1	2.038	0.51
[R]C(=O)NC1=C(C(O)=O)CCCC1	-0.375	0.36
[R]C(=O)NC1C(C)OC1=O	-0.623	0.483
[R]Cc1cncn1C	-0.373	-0.088
[R]C(=O)C(CO)c1ccccc1	1.944	0.515
[R]C(=O)C1COc2ncccc12	1.343	0.587
[R]C1CC2CCCCC(C1)C2	3.122	-0.142
[R]Cc1ccc(OC)c(F)c1	2.261	-0.082
[R]Oc1cccc(S(C)(=O)=O)c1	0.814	0.013
[R]C(=O)N(C)CCC	0.431	0.355
[R]CCOCCN	-0.503	-0.072
[R]C(=O)c1ccc(O)nc1	0.617	0.535
[R]c1ccc(C#N)c(OC)c1	1.761	0.165
[R]CN(O)C(N)=O	-0.548	-0.042
[R]c1cccc2n(C)c(=O)ccc12	1.485	0.144
[R]N(C)c1ccc(OC)cc1	1.485	-0.452
[R]SCc2nc1ccccc1[nH]2	1.241	0.049
[R]NC(=O)CNC(=O)CN	-2.891	-0.183
[R]c2cc(C)c1nnc(C)n1c2	1.346	0.166
[R]C(=O)Cn1cnc2cccnc12	0.859	0.606
[R]c1cc(C)n(CCOC)c1C	0.137	-0.251
[R]N(C)C1CCN(C)C1	-0.044	-0.626
[R]COC(C)C(F)(F)F	1.424	0.03
[R]C(=O)c1coc2ccccc12	1	0.454
[R]C=C(C#N)C(N)=O	-0.619	0.562
[R]Cc2cc(c1ccc(Cl)s1)on2	2.622	-0.03
[R]CCOc1ccc(F)cc1	2.208	0.037
[R]S(=O)(=O)NCC1CC1	0.049	0.581
[R]CCc1c(C)[nH]c2ccccc12	2.079	-0.129
[R]n1ncc2ccccc12	1.262	-0.012
[R]NC(CCCC)C(O)=O	1.011	-0.538
[R]NCC(C)(C)CO	0.387	-0.629
[R]N=S1(=O)CCC1	0.103	-0.641
[R]CNc1ccc(F)cc1	1.783	0.116
[R]S(C)(=O)=NC#N	0.454	0.864
[R]Nc1cnc(C)cn1	-0.263	-0.212
[R]ON=C1CN2CCC1C2	0.778	-0.28
[R]Cc1ccc(OCCCC)cc1	3.328	-0.125
[R]CN1CCCC1CO	0.133	-0.122
[R]C(=O)c1cc(C)ccc1C	2.449	0.439
[R]N1CCN(C(C)(C)C)CC1	0.667	-0.683
[R]C(=O)NC1COc2ncccc12	0.177	0.464
[R]OCc1cccc(C(O)=O)c1	1.462	-0.21
[R]C(=O)C1CCN(S(C)(=O)=O)CC1	0.584	0.529
[R]CCCCNC(=O)OC(C)(C)C	1.74	-0.072
[R]c1ccc(C(=O)C(F)(F)F)s1	2.268	0.299
[R]C(=O)Cc1ccc(N(=O)=O)cc1	2.338	0.613
[R]NC1=C(C(O)=O)CCCC1	-0.078	-0.44
[R]c1csc(NC(C)=O)n1	0.157	0.021
[R]N(C)N	-0.26	-0.582
[R]NCc1ccc(O)c(OC)c1	0.91	-0.601
[R]N(C)CCN1CCCC1	0.336	-0.647
[R]C(=S)Nc1cccc(C)c1	2.256	0.685
[R]C(=O)NCc1ccc(CC)cc1	2.013	0.36
[R]CSC(C)=O	0.23	0.084
[R]SCC(=O)c1ccc(O)c(O)c1	0.826	0.021
[R]c1ccc(OC(F)(F)F)c(Cl)c1	3.988	0.111
[R]c1ccc(Br)cc1Br	3.561	0.122
[R]NC1COc2ncccc12	0.474	-0.474
[R]c2cc(c1ccc(Cl)s1)on2	2.69	0.2
[R]C(=O)Nc1ccc(Br)cc1F	1.986	0.511
[R]Sc1nc(C)cs1	1.114	0.147
[R]C(=O)CCC(F)(F)F	1.825	0.568
[R]NC1C(C)OC1=O	-0.326	-0.43
[R]CC1CCCN(C)C1	1.142	-0.133
[R]c2nccc(c1ccccc1)n2	2.303	0.204
[R]CSc2ccc1ccccc1c2	3.162	0.068
[R]C(C1CCCCN1)C(=O)OC	0.369	-0.145
[R]C1(C)CO1	0.007	0.086
[R]NC(=O)C1=C(C(O)=O)CCC1	-0.253	-0.337
[R]c1cn(C)c2ncncc12	0.334	-0.095
[R]OC(=O)C(C)CC	1.326	-0.091
[R]c1cc(F)c(F)cc1Cl	2.774	0.171
[R]CCCC=C	2.13	-0.12
[R]c1ccc(C#N)o1	0.726	0.306
[R]C=NNC(=O)c1ccccc1O	0.999	0.1
[R]n1ccc(N)nc1=O	-0.221	-0.077
[R]CC(=O)NCC1CC1	0.016	-0.128
[R]OCC(=O)N1CCCC1	-0.517	-0.183
[R]OCCn1c(C)ncc1N(=O)=O	-0.013	-0.112
[R]C(C)(C)C(=O)N1C2CCC1CC2	1.572	-0.171
[R]C(C)C(=O)NCCC(C)C	1.406	-0.134
[R]C1=CC(=O)CC(C)(C)C1	2.112	0.253
[R]NCc1cnn(C)c1	-0.444	-0.663
[R]S(=O)(=O)Nc1ccccc1C	1.631	0.595
[R]C(=O)N1CCCCC1CC	1.223	0.348
[R]NCCc2nc1ccccc1[nH]2	0.762	-0.606
[R]C1CCN(C(=O)CC)CC1	0.605	-0.06
[R]c1cc(C)c(F)c(C)c1	3.051	0.005
[R]OC(=O)N(C)CC	0.303	-0.144
[R]N1CCC(=O)CC1	0.193	-0.544
[R]SCc1ccc(Cl)cc1Cl	3.143	0.003
[R]NC(=O)COCC	-0.846	-0.283
[R]C(=S)NCc1ccco1	0.119	0.657
[R]C#CC(C)NC(C)=O	-0.047	0.155
[R]c2nc(c1ccccc1)c(C)s2	2.857	0.154
[R]c2nc(C)c1ccccc1n2	1.791	0.178
[R]Cc1ccc(C)nc1	1.232	-0.072
[R]n1cc(C(C)=O)c2ccccc12	0.785	0.065
[R]N2CCN(CC1CC1)CC2	0.543	-0.677
[R]NC(=O)C1COc2ncccc12	-0.107	-0.194
[R]CCCCCCCC(O)=O	2.302	-0.118
[R]CCOCCOCCOCC#C	0.232	-0.065
[R]c2ccc(NC(=O)C1CC1)cc2	1.513	-0.074
[R]COc1ccc(C(O)=O)cc1	1.515	0.097
[R]C(=O)NCC(O)c1ccccc1	0.777	0.366
[R]Cn1cnnn1	-0.249	0.279
[R]N2CCOC1CCCC12	0.552	-0.644
[R]C(CC(O)=O)c1ccccc1F	2.007	0.041
[R]C=c1c(=O)[nH]c2ccc(F)cc12	1.303	0.287
[R]C(S)=N	0.404	0.271
[R]c2cc(c1cccs1)on2	1.801	0.17
[R]CC(=O)Nc1cc(Cl)ccc1C	1.973	-0.052
[R]c1ncc(C(O)CO)cc1Cl	0.675	0.236
[R]c2ccc(c1ccc(Br)cc1)o2	3.166	0.159
[R]Cc1sccc1C	1.848	-0.082
[R]CCCCC(=O)OCC	1.487	-0.096
[R]Nc1ncnc2ccsc12	1.106	-0.297
[R]C(=O)c1cn(C)c2ncncc12	-0.129	0.443
[R]N(CC)C(=O)C1CC1	0.364	-0.348
[R]NCc1ccc(N)cc1	0.664	-0.675
[R]Cn1c(=O)c(=O)c2ccccc12	0.44	0.165
[R]c2ccc(c1ccccc1)o2	2.374	0.111
[R]C(C)(O)c1ccccc1	1.683	-0.001
[R]OCC(C)=O	0.076	-0.177
[R]CCOCCOCC#C	0.397	-0.055
[R]NC1CC2COCC(C1)N2C	-0.555	-0.699
[R]N(C)Cc1cccc(OC)c1	1.556	-0.647
[R]CC(C)(C)CN(C)C	1.736	-0.18
[R]C(=O)NCCCN1CCCCC1	0.126	0.363
[R]N2CCC(N1CCCC1=O)CC2	-0.546	-0.667
[R]CCc1c[nH]c2ccc(O)cc12	1.794	-0.115
[R]CC(=O)C=Cc1ccc(O)cc1	1.695	-0.134
[R]c1c(Cl)nc2sccn12	1.327	0.185
[R]C(CC1CCCCC1)C(N)=O	1.43	-0.099
[R]CN(CC)C(=O)C1CC1	0.512	-0.003
[R]Cc1sc(C)nc1C	1.056	-0.057
[R]C(C)c1ccncc1	1.392	-0.031
[R]c2sc1CCCc1c2C#N	2.247	0.166
[R]OCCOCCOCC#C	-0.069	-0.292
[R]NC(Cc1cnc[nH]1)C(O)=O	-1.414	-0.509
[R]C1CS(=O)(=O)C=C1	-0.166	0.151
[R]c2cc1sccc1n2C	1.233	0.056
[R]Oc1ccc(F)cc1OC	1.556	-0.071
[R]CC(=O)NCC(C)C	0.52	-0.133
[R]c1cc(=O)oc2ccccc12	1.416	0.371
[R]NCC1CCN(C)CC1	0.07	-0.644
[R]c2ccc1nn(C)cc1c2	1.488	-0.117
[R]CC(=O)Nc1c(F)cccc1F	1.266	-0.09
[R]C(=O)c2ccc1nc[nH]c1c2	0.386	0.451
[R]C1(C)CCOCC1	0.962	-0.098
[R]C(=O)Nn1cnnc1	-0.91	0.693
[R]C(=O)CCS	0.751	0.522
[R]OCC(O)C(C)(C)C	1.334	-0.248
[R]Oc1ccccc1C(N)=O	0.502	-0.038
[R]n1cc(C(F)(F)F)cn1	0.913	0.293
[R]C(=O)c1ccc(SC)cc1OC	1.352	0.347
[R]NC(=O)Nc1ccccn1	0.132	-0.334
[R]c1ccc(OC(F)(F)F)c(F)c1	3.609	0.132
[R]CCCCc1ccc(O)cc1	3.278	-0.109
[R]CCCN1CCN(CC)CC1	0.972	-0.112
[R]NC(=O)Nc1cccs1	0.516	-0.242
[R]ON=C(N)N	-0.74	-0.498
[R]Nc1ccc(F)c(F)c1F	1.91	-0.185
[R]N(c1ccccc1)S(C)(=O)=O	1.407	-0.025
[R]c2cc1cc[nH]c(=O)c1cc2Cl	1.528	0.09
[R]CN(C)c1ccccc1	2.334	-0.039
[R]CC(=O)Nc1ccc(Cl)c(Cl)c1	2.023	-0.023
[R]OC(=O)NC1C(C)OC1=O	-0.282	-0.047
[R]C2C1CC(C=C1)C2C(N)=O	0.137	-0.137
[R]CC(C)(C)OC	0.779	-0.188
[R]Sc1ccncc1	0.7	0.018
[R]C=CC(=O)Nc1ccccc1	1.587	0.269
[R]c2noc(C1CC(F)(F)C1)n2	1.162	0.276
[R]C2CCc1ccc(O)cc1O2	1.981	0.068
[R]SCc1ccc(Br)cc1	2.899	0.01
[R]c1cnn(CCC)c1	0.898	-0.191
[R]N1C(C(O)=O)Cc2ccccc12	1.456	-0.36
[R]CCn1cncn1	0.262	0.045
[R]c1nnnn1CCOC	0.005	0.515
[R]C(=O)C1(C)CO1	0.481	0.515
[R]NC2C1CC(C=C1)C2C(N)=O	-0.562	-0.552
[R]c2ccc1[nH]c(C)cc1c2	1.286	-0.142
[R]C(N)CCCC	1.085	-0.085
[R]C=NNc1ccc(C(O)=O)cc1	1.476	0.163
[R]c2cnc(c1ccccc1)nc2	1.903	0.119
[R]C(=O)CSc1nc(C)cc(C)n1	1.274	0.545
[R]CSc1nnc2ccccn12	1.688	0.133
[R]c2ccc1ccn(C)c1c2	1.532	-0.072
[R]C=Cc1cccc2ccccc12	3.512	0
[R]NCCc1cccc(C)c1	2.166	-0.634
[R]C(CCCN)C(O)=O	-0.216	-0.003
[R]c2ccc(c1nc[nH]n1)cc2	1.554	0.005
[R]OCC(O)CN(C)C	-0.406	-0.228
[R]C1=NCCN1C	-0.14	0.236
[R]C1CC2CC1C=C2	1.672	-0.153
[R]n2c(=O)c1CCCCc1c2=O	0.692	0.056
[R]CNS(=O)(=O)c1ccc(F)cc1	1.309	0.111
[R]CC(=O)Nc1ccc(Cl)cn1	0.892	-0.065
[R]c1ccc(OCCCCC)cc1	3.328	-0.084
[R]CC(=O)NCCN1CCOCC1	-1.058	-0.112
[R]Nc1cc(N(=O)=O)ccc1OC	1.192	-0.568
[R]NC(CCCNC(N)=N)C=O	-1.565	-0.577
[R]c1ccc(SC)cc1OC	1.815	-0.148
[R]C(=O)n1nc(C)cc1C	-0.235	0.467
[R]c1cc(C)c(Cl)cc1OC	2.71	-0.082
[R]NCCCCCN	-0.221	-0.634
[R]CSc1nc(N)cc(N)n1	0.538	0.018
[R]C=Cc1ccc(Cl)cc1Cl	3.546	0.064
[R]CCCOc1ccc(Cl)cc1Cl	3.501	-0.027
[R]c2cccc(n1cccn1)c2	1.593	0.03
[R]NC(C)c1cnccn1	-0.489	-0.603
[R]n1ncnn1	0.032	0.415
[R]C(=O)c1cccnc1OCC	0.991	0.393
[R]N(C)C(=O)C1CCCCC1	1.211	-0.345
[R]C(=O)CN(CC)CC	1.09	0.466
[R]OCC(=O)Nc1cc(C)on1	-0.669	-0.104
[R]C(C)(Cl)Cl	1.764	0.247
[R]Nc1ccnn1C	0.008	-0.34
[R]C(C)(C)CN	0.57	-0.129
[R]c1cn(CC)c2ccccc12	1.875	-0.251
[R]C(CCCNC(N)=N)C=O	-0.901	0.087
[R]c2nc1cc(F)ccc1[nH]2	1.5	0.372
[R]c2nnc(c1cccnc1)o2	0.815	0.461
[R]C(=O)N1CCC(N)CC1	-1.174	0.366
[R]S(=O)(=O)N1CCCCC1C	0.836	0.532
[R]Nc1nnc(C(F)(F)F)s1	1.719	-0.095
[R]C1CCCN(CCC)C1	1.556	-0.093
[R]OC(C(F)(F)F)C(F)(F)F	2.008	0.111
[R]COc1ccc(Cl)cc1C	2.802	0.072
[R]Sc2nc1nc(C)cc(C)n1n2	0.987	-0.055
[R]c1cccc2onc(N)c12	1.164	0.201
[R]C2CCc1ccccc1O2	2.266	0.046
[R]n1cc(N(=O)=O)cn1	-0.016	0.443
[R]c1nnc(S)n1C	0.866	0.372
[R]Nc1ccc(C(F)(F)F)c(Cl)c1	2.892	-0.177
[R]CCNC(=O)OC	0.114	0.008
[R]n2ccc1ccccc1c2=O	1.2	-0.114
[R]Sc1cc(C)cc(C)c1	2.946	-0.087
[R]c2cccc(c1ccncc1)c2	2.35	0.034
[R]c1nnc(C)c(O)n1	0.352	0.347
[R]COc2ccc1sc(C)nc1c2	2.194	0.059
[R]NNC(=O)c1ccc(C)cc1	1.562	-0.455
[R]NNC(=O)c1ccc(Cl)cc1	1.613	-0.414
[R]CC(N)CO	-0.711	-0.009
[R]C1CS1	0.371	0.072
[R]NCCN1CCNCC1	-0.911	-0.626
[R]CCON(=O)=O	0.864	0.151
[R]C(=O)N(CC)C1CCS(=O)(=O)C1	-0.761	0.478
[R]C1CCC(CO)CC1	1.428	-0.134
[R]C(=O)Nc1ccccc1C(N)=O	-0.112	0.367
[R]Nc1ccn(CC)n1	0.641	-0.444
[R]C(=O)NC(CCCC)C(O)=O	0.714	0.396
[R]CNC(=O)C1CC1	-0.077	0.097
[R]Cc1ccnc2ccc(Cl)cc12	2.981	-0.003
[R]C2CN(c1ccccc1)C(=O)O2	1.683	0.238
[R]NC(=O)N1CCCCC1	0.032	-0.379
[R]NCCCCCCN	0.176	-0.637
[R]c1ccncc1S(N)(=O)=O	-0.481	0.299
[R]Cc1ccon1	0.349	-0.05
[R]c1ccc(F)cc1N	1.334	-0.047
[R]Nc2ccc1CCC(=O)Nc1c2	0.535	-0.313
[R]N(C(C)=O)c1ccccc1	1.017	-0.039
[R]C(CC)(CC)C(O)=O	1.944	0.032
[R]OCCCc1cccnc1	1.1	-0.235
[R]N(CC)C1CCS(=O)(=O)C1	-0.349	-0.487
[R]CNc1ccc(Cl)cc1	2.162	0.121
[R]NCC1CCOC1	-0.425	-0.58
[R]c1nn(C)cc1Cl	1.004	0.073
[R]C(=O)NCc1ccc(F)cc1F	1.429	0.39
[R]C2C3CN(C1COC1)CC23	-0.09	-0.014
[R]Nc1ccc(C)cc1C(O)=O	1.657	-0.304
[R]Nc1ccc(C)cc1Br	2.75	-0.316
[R]Cc1ccnc(N)c1	0.977	-0.072
[R]Oc1c(C)cc(C)cc1C	3.07	-0.235
[R]OCC(O)CNC(C)(C)C	0.066	-0.224
[R]NS(=O)(=O)C=Cc1ccc(Cl)s1	1.86	-0.137
[R]N1CCC(C)(O)CC1	-0.336	-0.694
[R]C(=O)NNc1ccccc1	1.149	0.473
[R]c2cc1ccc(C)cc1[nH]2	1.982	0.003
[R]C(=O)Nc1ncc(Cl)cc1Cl	1.478	0.486
[R]S(=O)(=O)N1CC(C)CC(C)C1	1.228	0.541
[R]NC(=O)c1ccc(I)cc1	2.259	-0.245
[R]C(=O)COc1ccc(Br)cc1	2.834	0.606
[R]Cc1ccc(N)nc1	0.977	-0.126
[R]C1CCCN2CCCCC12	1.538	-0.232
[R]c1cc(OC)no1	0.692	0.285
[R]N(C)C(=O)c1c(F)cccc1Cl	1.906	-0.302
[R]N2CC1CNCC(C1)C2	-0.319	-0.892
[R]CC1CC(F)(F)C1	1.525	-0.035
[R]CN(CCC)CCC	1.802	-0.126
[R]C=CC(N)=O	-0.341	0.228
[R]c2ccc1n(C)c(=O)ccc1c2	1.485	0.011
[R]N1CCCC1c2cncc(F)c2	1.032	-0.558
[R]C(=O)c1nccn1C	-0.487	0.407
[R]C1CCN1	-0.237	0.002
[R]C(Cl)Cl	1.143	0.241
[R]C(=O)Nc1ccc(F)cc1Cl	1.712	0.5
[R]C#Cc1cccc(Cl)c1	2.798	0.151
[R]Oc1cccc(C(C)=O)c1	0.977	-0.028
[R]C(CCCC)C(N)=O	0.81	-0.109
[R]Nc1ncnc2[nH]ccc12	0.3	-0.378
[R]CC(=O)NCCO	-1.137	-0.133
[R]C(N)C(=O)N1CCSC1	-0.757	0.133
[R]NC(=O)Cc1ccc(Cl)c(Cl)c1	1.97	-0.243
[R]C(=O)C1CC1F	0.915	0.486
[R]NC(=O)Cc1ccc(Br)cc1	1.726	-0.262
[R]NCC(C)N	-0.707	-0.631
[R]c1ccccc1S(O)(=O)=O	1.362	0.043
[R]Cc1cc(N(=O)=O)ccc1OC	2.075	-0.004
[R]C(=O)NC(C)c1cnccn1	-0.786	0.363
[R]c1cc(=O)c(O)co1	-0.278	0.418
[R]Oc1ncc(C(F)(F)F)cc1Cl	2.456	0
[R]C(=O)NC1CCNC1	-1.064	0.386
[R]Oc1cccc(C(N)=O)c1	0.502	-0.022
[R]c1cc(OC)nc(OC)n1	1.117	0.31
[R]OCCOCCN	-0.968	-0.302
[R]c1ccnn1CC	0.658	0.125
[R]N1CCc2cc(F)ccc12	1.859	-0.367
[R]c2cc1[nH]nc(NCC)c1cn2	0.773	0.152
[R]SCC(=O)NC1CC1	-0.35	-0.003
[R]S(=O)(=O)NC(C)=O	-1.242	0.578
[R]C(=O)C1(C)CC1	1.89	0.447
[R]C(=O)NC(C)c1ccc(Br)cc1	2.355	0.399
[R]Oc1ccc(Cl)cc1F	2.326	0.037
[R]OC(=O)NCCCCCC	1.714	-0.136
[R]CC1CCCCCC1	2.965	-0.136
[R]CCc1cccc(C(F)(F)F)c1	3.653	-0.038
[R]S(=O)(=O)Nc1cccnn1	0.099	0.532
[R]NC(=O)c1cccc(N(C)C)c1	1.266	-0.323
[R]c2ccc(c1nccs1)cc2	2.287	0.056
[R]S(=O)(=O)c1ccc(O)nn1	0.416	0.66
[R]c1nnnn1Cc2ccco2	0.182	0.524
[R]Oc1ccccc1CC(O)=O	1.3	-0.077
[R]C(=O)C1(NC(=O)C(F)(F)F)CC1	0.954	0.556
[R]CCc1cc(O)c(=O)[nH]n1	0.236	-0.036
[R]NC(=O)C1CCCCC1C(O)=O	0.294	-0.327
[R]C2CCC(c1ccccc1)C2	3.323	-0.11
[R]C(C)C23CC1CC(CC(C1)C2)C3	3.315	-0.144
[R]c1csc(S(N)(=O)=O)c1	0.601	0.073
[R]c1c(C(O)=O)[nH]c(=O)[nH]c1=O	-1.368	0.252
[R]NC(CC(C)C)C(=O)NCC#N	0.206	-0.509
[R]NC(=S)NCCc1ccccc1	1.826	-0.213
[R]c1cncc(C#CC)c1	1.435	0.081
[R]C(=O)NC(=O)NCc1ccco1	-0.889	0.499
[R]c1cnc(C)n1C(C)C	0.732	-0.15
[R]C(=O)N2CC1CNCC(C1)C2	-0.731	0.241
[R]C2CCN(c1ccccn1)CC2	2.214	-0.098
[R]c1ccnc(NC(N)=O)c1	-0.058	0.122
[R]NC1CCCN(S(C)(=O)=O)C1	-0.285	-0.588
[R]c2ccc1CCC(=O)N(C)c1c2	1.268	0.043
[R]NC(=O)C=Cc1cccs1	1.005	-0.332
[R]C(=O)NC(C)C1CCCCC1	1.685	0.356
[R]N=S1(=O)CCCC1	0.554	-0.688
[R]C(=O)Oc1ccc(C)cc1	2.172	0.538
[R]c2cc(=O)c1ccccc1c2=O	1.388	0.466
[R]Nc1ccc(Cl)cc1C	2.477	-0.327
[R]c1ccc(F)cc1Br	2.909	0.083
[R]C(=O)NCc1cccc(C)c1	1.617	0.361
[R]NCC(C)=C	0.564	-0.634
[R]c1ccc(C)cc1C(N)C(C)C	2.846	0.007
[R]c1nnnn1C(C)(C)CC	1.473	0.47
[R]Cc1cc(=O)c(O)co1	-0.346	0.108
[R]c2cn1c(C)cc(C)nc1n2	0.395	0.111
[R]C(=O)N1CCCC1C(=O)OC	-0.286	0.367
[R]COC(C)(C)C	0.87	-0.085
[R]C(=O)COc1ccccc1F	2.182	0.591
[R]CC1CNC1	0.032	-0.09
[R]c1ccccc1OCCO	1.282	-0.18
[R]Nc1cccc(Br)n1	2.067	-0.218
[R]c1ncnn1C	0.43	0.35
[R]c2nc1c(F)cccc1s2	2.543	0.361
[R]C(=O)OCc1cccnc1	0.488	0.53
[R]c2c(C(=O)N1CCC1)cnn2C	-0.484	0.029
[R]C(N)C(=O)N1CC(F)CC1C#N	-1.045	0.182
[R]C=Cc1cccc(C(F)(F)F)c1	3.393	0.07
[R]NC(=S)NCc1ccccc1	1.575	-0.213
[R]SCC(=O)c1ccc(C)cc1	1.862	-0.008
[R]CC2CCc1ccc(O)cc1O2	2.233	-0.084
[R]N1CCN(C)C(C)C1	0.246	-0.672
[R]NC(=O)C(N)C(C)O	-1.649	-0.269
[R]CC(=O)N1CCCC(C)C1	0.677	-0.139
[R]c2ccc(n1cncn1)cc2	1.425	0.086
[R]C(=O)Nc1ccncc1F	-0.118	0.53
[R]c1cc(C)sc1C	1.391	-0.071
[R]OCCNC(C)=O	-0.977	-0.172
[R]NC(=O)c1cccn1C	-0.446	-0.286
[R]Sc2nnc(c1ccccc1)o2	2.56	0.106
[R]CCN1CCC(N(C)C)CC1	0.408	-0.077
[R]C1(C)N=C(N)OCC1(F)F	0.839	-0.038
[R]C1(NC(=O)C(F)(F)F)CC1	0.48	0.062
[R]CCNS(=O)(=O)CCC	0.55	0.04
[R]NCc1nccs1	0.073	-0.558
[R]CCc1cc(OC)ccc1OC	2.265	-0.153
[R]Nc1ccccc1S(N)(=O)=O	0.344	-0.182
[R]c1ccc(Br)c(Cl)c1	3.287	0.133
[R]c1nc(C(C)C)no1	1.58	0.391
[R]C=Cc1ccc(C)o1	0.994	0.016
[R]Oc2cccc1CCC(=O)c12	1.172	-0.011
[R]c1ccc(CC(O)=O)cc1OC	1.356	-0.126
[R]c1c(C)cc(C)cc1Cl	3.43	0.034
[R]C(=O)NS(=O)(=O)N(C)C	-0.642	0.557
[R]c1cc(C)c(OC)cc1C	2.659	-0.095
[R]CSC1=NCCS1	1.439	0.092
[R]NC(C)c1ncc(F)cn1	0.241	-0.582
[R]c2ccc(c1ncccn1)cc2	1.903	0.019
[R]N1C(C(C)F)COC1=O	0.426	-0.137
[R]c1c[nH]c2c(O)nc(N)nc12	-0.137	-0.237
[R]Sc2nnc(c1ccncc1)o2	1.248	0.154
[R]c1ccc(N(=O)=O)cc1C	2.398	0.265
[R]C(=O)OCc1cncs1	0.378	0.543
[R]NC(CC1CCCCC1)C(N)=O	0.765	-0.625
[R]NCCN(C(C)C)C(C)C	1.161	-0.65
[R]CN1CCS(=O)(=O)CC1	-0.666	0.038
[R]C(CO)C(=O)OC	-0.484	0.03
[R]C(=O)C(F)(F)C(F)(F)F	2.484	0.771
[R]NN=C1CCCC1	1.379	-0.544
[R]Cn1c(C)ncc1N(=O)=O	0.201	0.176
[R]c2ccc(c1nc[nH]n1)c(F)c2	1.693	0.086
[R]c1c(F)ccc(O)c1F	1.972	0.121
[R]c1cccc2CCC(=O)c12	1.481	-0.025
[R]NC(C)C(C)(C)O	0.132	-0.588
[R]NN=Cc1cccc(N(=O)=O)c1	1.923	-0.345
[R]C(=O)NCc1ccc(C)o1	-0.615	0.383
[R]c1nc(O)cc(CCC)n1	1.828	0.234
[R]CN2C(=O)NC1(CCCC1)C2=O	0.093	0.075
[R]C(=O)NCCCN	-1.365	0.367
[R]C(CNC)CC1CCCCC1	2.281	-0.09
[R]C#Cc1ccc(OC)cc1	2.027	0.079
[R]NC(=O)c1cc(C)cc(C)c1	1.936	-0.305
[R]C(=S)Nc1ccc(Br)cn1	1.968	0.651
[R]C1CCN(CCNC)CC1	0.291	-0.122
[R]C2Cc1ccccc1CC2O	2.078	-0.128
[R]CC(C)NC(=O)C1CC1	0.588	-0.096
[R]c2cc1C(=O)NC(C)c1[nH]2	-0.389	-0.023
[R]CC1CC2CCC1C2	2.329	-0.142
[R]NC2CCC(c1ccccc1)C2	2.407	-0.631
[R]NCc1nnc(C)o1	-0.565	-0.474
[R]c1cc(C(C)C)on1	1.608	0.136
[R]c1ccc(C(=O)NC(C)C)cc1	1.813	0.089
[R]c1nccc(OC)n1	0.665	0.233
[R]C(=O)NCC#C	-0.353	0.394
[R]c1c(C)c(C)cc(C)c1C	3.846	-0.065
[R]CCCNC(=O)OC(C)(C)C	1.344	-0.039
[R]S(=O)(=O)CC(C)C	0.599	0.584
[R]c1c(F)cccc1n2nccn2	1.518	-0.041
[R]C(=O)Oc1ccc(OC)cc1	1.452	0.534
[R]n1c(C)nnc1C(C)C	1.189	0.312
[R]Cn1ccnc1C	-0.16	0.119
[R]C#Cc1cccc(C)c1	2.747	0.097
[R]C(CC(C)C)CC(C)C	3.733	-0.147
[R]CSCC(O)=O	0.02	0.062
[R]NC1CCN(C(C)=O)CC1	-1.05	-0.571
